Rank,UNDP_Rank_2023,RankChange_2023_to_2050,RankChangeDisplay,DevelopmentMomentumScore,DevelopmentMomentumTier,IndustrializingMover,IndustrializationSignal,RankCluster,RankClusterSize,RankClusterLabel,ProjectionType,BaselineSource,BaselineDataYear,UNDP_Country,ISO3,Country,HDI_Baseline,HDI_2024_Local_Estimate,HDI_2024_vs_UNDP_HDR2025,HDI_2024,UNDP_HDI_2023,Population_2024,Population_2024_Source,Population_2050,Population_2050_Source,HDI_Baseline_Recomputed_From_Components,HDI_Baseline_Component_Mismatch,HDI_2024_Recomputed_From_Components,HDI_2024_Component_Mismatch,HDI_2050,HDI_2050_Gain,HDI_P10,HDI_P50,HDI_P90,HDI_Optimistic,HDI_Pessimistic,Interval_Contains_Baseline_HDI,Interval_Contains_2024_HDI,LifeExp_Baseline,GNI_PPP_Baseline,ExpSchool_Baseline,MeanSchool_Baseline,HealthIndex_2025,EducationIndex_2025,IncomeIndex_2025,HealthIndex_2050,EducationIndex_2050,IncomeIndex_2050,HDI_2050_Recomputed_From_Indices,HDI_2050_Index_Mismatch,LifeExp_2024,GNI_PPP_2024,ExpSchool_2024,MeanSchool_2024,InstEfficiency,TechFactor,DemoFactor,MedianAge_2024,MedianAge_2050,MedianAgeShift_2024_to_2050,Youth014Pct_2024,Youth014Pct_2050,WorkingAgePct_2024,WorkingAgePct_2050,WorkforceChangePP_2024_to_2050,Elderly65PlusPct_2024,Elderly65PlusPct_2050,Elderly65PlusChangePP_2024_to_2050,ChildDependencyRatio,OldAgeDependencyRatio,TotalDependencyRatio,AgePyramidScore,WorkforceDepth,WorkforceMomentum,YouthDependencyPressure,AgingPressure,DevelopedDemographicAdaptation,AdaptedAgingPressure,FertilityWindow,HumanCapitalAbsorption,DemographicDividend,DependencyPressure,DemographicHDIMultiplier,DemographicHDIAdjustment,FutureReadiness,DigitalInfraDevelopment,DigitalInfraHDIAdjustment,RecoveryPotential2050,ResourceDependence,GrowthVolatility,EconomicDiversification,ResourceDrag,IndustrializationHDIAcceleration,DevelopingCatchupReadiness,GrowthProspectScore,LowGrowthProspectDrag,TrajectoryHDISpeedMultiplier,TrajectoryHDICapMultiplier,TrajectoryHDIShockMultiplier,Gini_2024,InfantMortality_2024,ClimateRisk_2024,Fertility_2024,Urbanization_2024,PoliticalStability_2024,RuleOfLaw_2024,Physicians_2024,HealthExp_2024,RenewableShare_2024,Contrib_Income,Contrib_Education,Contrib_Health,Contrib_Governance,Contrib_Demographics,Contrib_Technology,Contrib_Recovery,Contrib_Inequality,Contrib_Climate,Contrib_ShockRisk,ai_adoption_index,robot_density,semiconductor_production,green_energy_investment,ev_adoption,battery_capacity,high_speed_rail,startup_ecosystem,venture_capital,cloud_adoption,Trajectory,Rank_Best_P90,Rank_Worst_P10
117,117,0,0,55.19,rapid_industrializer,True,0.42,48,4,Cluster 48,scenario_projection,UNDP_HDR_2025_Table_1,2023,Jamaica,JAM,Jamaica,0.72,0.709,-0.011,0.709,0.72,2839182,un_wpp_owid_2024,2454944,un_wpp_owid_2050,0.6899,-0.0301,0.6899,-0.0301,0.8052,0.0852,0.6944,0.8052,0.8351,0.8351,0.6944,True,True,71.479,10056.9853,12.3834,9.9599,0.757,0.6544,0.6628,0.860471,0.783373,0.774474,0.8052,2.4e-07,71.479,10056.9853,12.3834,9.9599,0.97,1.1124,0.9254,31.5,39.5,8.0,23.0921,15.9576,67.0,60.6,-6.4,9.9079,23.4424,13.5345,0.2633,0.3868,0.6502,0.8645,0.4818,0.1,0.0,0.5201,0.0,0.5201,0.8287,0.6112,0.3367,0.3088,0.943,-0.0042,0.4175,0.5165,0.0045,0.16,0.12,0.22,0.6,0.0132,0.2664,0.4284,0.7878,0.2122,1.0,1.0,1.0,0.3801,19.2277,0.3172,2.5111,0.6935,0.0961,-0.1769,1.9038,6.5298,0.1172,0.0128,0.0171,0.0094,0.0278,0.0105,0.0168,0.0026,-0.0018,-0.0052,-0.0047,0.4382,0.3494,0.2742,0.4026,0.5631,0.2853,0.5309,0.3654,0.4627,0.5036,moderate,89,152
118,96,-22,-22,41.43,emerging_mover,False,0.3,49,1,Cluster 49,scenario_projection,UNDP_HDR_2025_Table_1,2023,Algeria,DZA,Algeria,0.763,0.745,-0.018,0.745,0.763,46814302,un_wpp_owid_2024,59565550,un_wpp_owid_2050,0.7224,-0.0406,0.7224,-0.0406,0.8016,0.0386,0.7345,0.8016,0.8323,0.8323,0.7345,True,True,76.261,15114.1718,15.4952,7.4164,0.8274,0.6317,0.7214,0.898937,0.72115,0.794545,0.8016,1.5e-07,76.261,15114.1718,15.4952,7.4164,0.88,1.0302,0.9653,29.2,35.0,5.8,27.2826,23.1336,64.5,59.86,-4.64,8.2174,17.0064,8.7891,0.3865,0.2841,0.6706,0.9171,0.4482,0.21,0.0393,0.2276,0.0,0.2276,0.9167,0.6198,0.4463,0.2345,0.9841,0.0002,0.2981,0.492,0.0034,0.16,0.78,0.68,0.32,0.3505,0.1673,0.2565,0.4621,0.5379,1.0,1.0,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0048,0.0096,0.003,0.0106,0.0099,0.0071,0.0014,-0.001,-0.0026,-0.0041,0.2902,0.2464,0.2069,0.3234,0.39,0.2114,0.4004,0.2638,0.3397,0.3086,moderate,91,140
119,87,-32,-32,36.15,emerging_mover,False,0.31,50,3,Cluster 50,scenario_projection,UNDP_HDR_2025_Table_1,2023,Ukraine,UKR,Ukraine,0.779,0.773,-0.006,0.773,0.779,37860221,un_wpp_owid_2024,31990136,un_wpp_owid_2050,0.7464,-0.0326,0.7464,-0.0326,0.7984,0.0194,0.7157,0.7984,0.8662,0.8662,0.7157,True,True,73.422,16933.1445,13.328,11.1227,0.7856,0.7175,0.7377,0.835539,0.773336,0.787637,0.7984,-3.2e-07,73.422,16933.1445,13.328,11.1227,0.88,1.0815,0.8321,41.2,47.0,5.8,12.8946,7.4486,62.5,57.86,-4.64,24.6054,34.6914,10.086,0.1287,0.5996,0.7283,0.6982,0.3573,0.21,0.0,1.0,0.0,1.0,0.9167,0.581,0.1034,0.5374,0.841,-0.0109,0.3104,0.516,0.0031,0.72,0.12,0.22,0.6,0.015,0.1781,0.3216,0.5181,0.4819,1.0785,1.1085,0.9969,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0032,0.005,0.0026,0.0084,-0.0027,0.0051,0.0042,-0.0006,-0.0018,-0.004,0.3138,0.2509,0.2069,0.3306,0.3996,0.2132,0.4077,0.2825,0.3624,0.3366,conflict_recovery,66,146
120,129,9,+9,57.18,rapid_industrializer,False,0.25,50,3,Cluster 50,scenario_projection,UNDP_HDR_2025_Table_1,2023,Tuvalu,TUV,Tuvalu,0.689,0.641,-0.048,0.641,0.689,9669,un_wpp_owid_2024,9802,un_wpp_owid_2050,0.6602,-0.0288,0.6602,-0.0288,0.7996,0.1106,0.6619,0.7996,0.8665,0.8665,0.6619,True,False,67.105,7005.5208,12.3751,10.7675,0.6927,0.6802,0.6108,0.819349,0.83255,0.749445,0.7996,4.1e-07,67.105,7005.5208,12.3751,10.7675,0.9,1.0,0.9512,24.0,31.0,7.0,31.7087,29.7718,64.0,58.4,-5.6,4.2913,11.8282,7.5369,0.5098,0.2025,0.7123,0.8974,0.3818,0.15,0.2694,0.0,0.0,0.0,0.9167,0.5906,0.4176,0.2791,0.9645,0.0014,0.2489,0.4457,0.0041,0.28,0.12,0.22,0.6,0.0138,0.234,0.3669,0.6868,0.3132,1.22,1.22,0.96,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0174,0.0197,0.0131,0.0279,0.0249,0.0154,0.0057,-0.0023,-0.0061,-0.0052,0.2311,0.2157,0.2069,0.2744,0.3251,0.1992,0.3514,0.2017,0.2567,0.2268,frontier_jumper,66,163
121,136,15,+15,62.81,rapid_industrializer,False,0.29,50,3,Cluster 50,scenario_projection,UNDP_HDR_2025_Table_1,2023,Namibia,NAM,Namibia,0.665,0.615,-0.05,0.615,0.665,3030127,un_wpp_owid_2024,4512303,un_wpp_owid_2050,0.6353,-0.0297,0.6353,-0.0297,0.7983,0.1333,0.6403,0.7983,0.8576,0.8576,0.6403,True,False,67.385,10916.6087,11.7851,7.2731,0.6968,0.5455,0.6746,0.836741,0.739448,0.822242,0.7983,-3e-08,67.385,10916.6087,11.7851,7.2731,1.0,1.0506,0.9227,21.8,28.0,6.2,34.6565,34.3565,62.0,57.04,-4.96,3.3435,8.6035,5.26,0.6023,0.1508,0.7532,0.8398,0.32,0.19,0.4283,0.0,0.0,0.0,0.9167,0.4809,0.3254,0.375,0.9075,-0.0012,0.287,0.5104,0.0051,0.28,0.12,0.22,0.6,0.013,0.2717,0.3892,0.7533,0.2467,1.16,1.16,0.94,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0171,0.0317,0.0147,0.0382,0.02,0.0193,0.0065,-0.0026,-0.0069,-0.0046,0.2902,0.2334,0.2069,0.3027,0.3625,0.2063,0.3797,0.2534,0.3292,0.3054,accelerator,70,168
122,95,-27,-27,39.07,emerging_mover,False,0.3,51,1,Cluster 51,scenario_projection,UNDP_HDR_2025_Table_1,2023,Turkmenistan,TKM,Turkmenistan,0.764,0.745,-0.019,0.745,0.764,7494494,un_wpp_owid_2024,9639706,un_wpp_owid_2050,0.7327,-0.0313,0.7327,-0.0313,0.7975,0.0335,0.7332,0.7975,0.8499,0.8499,0.7332,True,True,70.073,17715.5817,13.2406,11.2078,0.7364,0.7178,0.7442,0.79819,0.78979,0.80459,0.7975,2.9e-07,70.073,17715.5817,13.2406,11.2078,0.9,1.0302,0.9722,27.5,34.0,6.5,28.4119,24.6578,65.0,59.8,-5.2,6.5881,15.5422,8.954,0.4123,0.2599,0.6722,0.9163,0.4455,0.175,0.0921,0.161,0.0,0.161,0.9167,0.6533,0.4543,0.234,0.9914,0.0008,0.2955,0.4624,0.0031,0.16,0.86,0.76,0.18,0.4961,0.1435,0.2245,0.4568,0.5432,1.0,1.0,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0037,0.0064,0.0041,0.0089,0.0098,0.0061,0.0012,-0.0008,-0.0023,-0.0036,0.2626,0.2527,0.2069,0.3335,0.4034,0.214,0.4105,0.2513,0.3341,0.2864,moderate,74,140
123,108,-15,-15,42.45,fast_converger,False,0.3,52,1,Cluster 52,scenario_projection,UNDP_HDR_2025_Table_1,2023,Gabon,GAB,Gabon,0.733,0.706,-0.027,0.706,0.733,2538953,un_wpp_owid_2024,4084539,un_wpp_owid_2050,0.7026,-0.0304,0.7026,-0.0304,0.795,0.062,0.7035,0.795,0.8638,0.8638,0.7035,True,True,68.337,18854.0615,12.4828,9.686,0.7108,0.6479,0.7531,0.796823,0.756522,0.833524,0.795,9e-08,68.337,18854.0615,12.4828,9.686,0.85,1.0302,0.9184,22.5,28.0,5.5,35.2162,34.7083,61.0,56.6,-4.4,3.7838,8.6917,4.9078,0.6132,0.1536,0.7668,0.8307,0.3,0.225,0.4405,0.0,0.0,0.0,0.9167,0.5215,0.327,0.3898,0.9118,-0.0012,0.302,0.4693,0.0035,0.16,0.7,0.65,0.35,0.3011,0.1807,0.2658,0.5448,0.4552,1.22,1.22,0.96,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0068,0.0156,0.0089,0.0159,0.0131,0.0121,0.0023,-0.0016,-0.0044,-0.0067,0.2784,0.2552,0.2069,0.3375,0.4087,0.215,0.4145,0.2633,0.3412,0.2999,frontier_jumper,67,150
124,137,13,+13,63.94,rapid_industrializer,False,0.34,53,1,Cluster 53,scenario_projection,UNDP_HDR_2025_Table_1,2023,Guatemala,GTM,Guatemala,0.662,0.627,-0.035,0.627,0.662,18406366,un_wpp_owid_2024,24670861,un_wpp_owid_2050,0.6298,-0.0322,0.6298,-0.0322,0.7894,0.1274,0.6335,0.7894,0.8518,0.8518,0.6335,True,False,72.602,12458.604,10.6776,5.8473,0.7736,0.4656,0.6936,0.90126,0.661544,0.825055,0.7894,2.2e-07,72.602,12458.604,10.6776,5.8473,0.93,1.0302,0.9439,22.9,30.5,7.6,32.3083,30.7629,64.0,57.92,-6.08,3.6917,11.3171,7.6253,0.5311,0.1954,0.7265,0.8841,0.36,0.12,0.2954,0.0,0.0,0.0,0.9865,0.4894,0.374,0.3001,0.934,-0.0002,0.3446,0.4876,0.0046,0.28,0.12,0.22,0.6,0.0144,0.2552,0.3417,0.6842,0.3158,1.16,1.16,0.94,0.3739,15.8008,0.1699,2.1325,0.6506,-0.2397,0.0907,1.8995,5.9047,0.0949,0.0143,0.0355,0.0118,0.0303,0.0222,0.0198,0.0062,-0.0017,-0.0038,-0.0073,0.3828,0.28,0.229,0.3273,0.4747,0.2297,0.4517,0.2728,0.365,0.4328,accelerator,73,169
125,123,-2,-2,47.65,fast_converger,False,0.26,54,2,Cluster 54,scenario_projection,UNDP_HDR_2025_Table_1,2023,Nicaragua,NIC,Nicaragua,0.706,0.667,-0.039,0.667,0.706,6916136,un_wpp_owid_2024,8756437,un_wpp_owid_2050,0.6766,-0.0294,0.6766,-0.0294,0.7847,0.0787,0.6672,0.7847,0.8499,0.8499,0.6672,True,False,74.947,6881.4796,11.5102,9.933,0.808,0.6301,0.6083,0.896862,0.752368,0.716069,0.7847,-9e-08,74.947,6881.4796,11.5102,9.933,0.92,1.0302,0.9634,26.5,33.5,7.0,29.6126,25.9528,64.5,58.9,-5.6,5.8874,15.1472,9.2598,0.4406,0.2572,0.6978,0.9041,0.4045,0.15,0.1712,0.1431,0.0,0.1431,0.2826,0.4706,0.3806,0.279,0.9364,-0.0013,0.2585,0.4765,0.0039,0.16,0.12,0.22,0.6,0.0144,0.2152,0.2432,0.5595,0.4405,1.16,1.16,0.94,0.3719,19.2793,0.3272,3.8218,0.3313,-0.6361,-0.6845,1.1857,5.5207,0.1843,0.0145,0.0179,0.0066,0.0226,0.0157,0.0119,0.0027,-0.0011,-0.0055,-0.0065,0.2938,0.2182,0.2043,0.2613,0.2981,0.2016,0.2888,0.2368,0.2773,0.3047,accelerator,74,159
126,132,6,+6,57.65,rapid_industrializer,False,0.32,54,2,Cluster 54,scenario_projection,UNDP_HDR_2025_Table_1,2023,El Salvador,SLV,El Salvador,0.678,0.675,-0.003,0.675,0.678,6338197,un_wpp_owid_2024,6663348,un_wpp_owid_2050,0.6484,-0.0296,0.6484,-0.0296,0.7844,0.1064,0.6445,0.7844,0.8489,0.8489,0.6445,True,True,72.099,10594.842,11.1129,7.3,0.7662,0.5307,0.6703,0.861917,0.703614,0.795816,0.7844,-1e-07,72.099,10594.842,11.1129,7.3,0.94,1.0506,0.9665,28.1,35.0,6.9,27.5053,23.0644,65.5,59.98,-5.52,6.9947,16.9556,9.9609,0.3845,0.2827,0.6672,0.9187,0.4536,0.155,0.043,0.2253,0.0,0.2253,0.4941,0.4962,0.4139,0.2329,0.9568,-0.0012,0.3152,0.4891,0.0044,0.28,0.12,0.22,0.6,0.0142,0.244,0.3094,0.6415,0.3585,1.16,1.16,0.94,0.4257,45.761,0.1938,3.3142,0.5122,0.3459,-0.5563,0.3028,5.5437,0.1745,0.0153,0.0301,0.0063,0.0306,0.0207,0.0178,0.006,-0.0078,-0.0042,-0.0084,0.3773,0.233,0.1686,0.3129,0.4407,0.1865,0.3897,0.26,0.3422,0.4408,accelerator,78,166
127,108,-19,-19,43.5,fast_converger,False,0.31,55,1,Cluster 55,scenario_projection,UNDP_HDR_2025_Table_1,2023,Bolivia (Plurinational State of),BOL,Bolivia,0.733,0.692,-0.041,0.692,0.733,12413318,un_wpp_owid_2024,16110163,un_wpp_owid_2050,0.7008,-0.0322,0.7008,-0.0322,0.7813,0.0483,0.6995,0.7813,0.8382,0.8382,0.6995,True,False,68.581,9445.2449,15.6107,10.0212,0.7144,0.737,0.6538,0.785805,0.824405,0.736204,0.7813,6e-08,68.581,9445.2449,15.6107,10.0212,0.92,1.0302,0.958,25.2,32.5,7.3,30.9604,27.8855,64.0,58.16,-5.84,5.0396,13.9545,8.9149,0.4795,0.2399,0.7194,0.8942,0.3709,0.135,0.2336,0.0888,0.0,0.0888,0.5472,0.5504,0.3811,0.3011,0.9453,-0.0004,0.3112,0.4815,0.0037,0.16,0.42,0.62,0.38,0.1634,0.2273,0.3013,0.5309,0.4691,0.9328,0.936,1.056,0.3659,36.9063,0.2561,3.1868,0.4797,-0.5378,-0.5852,0.9131,5.449,0.2364,0.0077,0.0077,0.0047,0.0142,0.0104,0.0083,0.0016,-0.0003,-0.0026,-0.0033,0.3701,0.2366,0.1892,0.3232,0.4192,0.2004,0.3764,0.2474,0.3299,0.4193,moderate,86,152
128,115,-13,-13,45.96,fast_converger,True,0.39,56,2,Cluster 56,scenario_projection,UNDP_HDR_2025_Table_1,2023,Libya,LBY,Libya,0.721,0.718,-0.003,0.718,0.721,7381029,un_wpp_owid_2024,9260610,un_wpp_owid_2050,0.6882,-0.0328,0.6882,-0.0328,0.7779,0.0569,0.6559,0.7779,0.8679,0.8679,0.6559,True,True,69.339,19831.4324,12.9247,7.7786,0.7256,0.5908,0.7604,0.809585,0.696187,0.835185,0.7779,-1.6e-07,69.339,19831.4324,12.9247,7.7786,0.75,1.0302,0.9866,29.0,34.5,5.5,26.3144,22.8475,66.0,61.6,-4.4,7.6856,15.5525,7.867,0.3709,0.2525,0.6234,0.9406,0.5273,0.225,0.0299,0.1615,0.0,0.1615,0.8738,0.6202,0.5092,0.1731,1.0103,0.002,0.3931,0.4858,0.0036,0.65,0.9,0.88,0.2,0.6378,0.1432,0.2111,0.2936,0.7064,1.0298,1.073,1.0314,0.3621,18.6324,0.1522,2.4028,0.6964,-0.0452,-0.178,1.6934,6.5434,0.1381,0.0046,0.0135,0.007,0.0085,0.0161,0.0106,0.0072,-0.0001,-0.0017,-0.0088,0.3991,0.327,0.2611,0.3915,0.5433,0.2715,0.5159,0.3332,0.4285,0.4597,conflict_recovery,66,164
129,140,11,+11,60.65,rapid_industrializer,False,0.24,56,2,Cluster 56,scenario_projection,UNDP_HDR_2025_Table_1,2023,Kiribati,KIR,Kiribati,0.644,0.628,-0.016,0.628,0.644,134521,un_wpp_owid_2024,182635,un_wpp_owid_2050,0.6172,-0.0268,0.6172,-0.0268,0.7769,0.1329,0.6169,0.7769,0.8514,0.8514,0.6169,True,True,66.473,4947.2804,11.8739,9.1286,0.6834,0.6135,0.5608,0.823444,0.791846,0.719151,0.7769,-2.9e-07,66.473,4947.2804,11.8739,9.1286,0.9,1.0,0.9447,23.5,30.0,6.5,32.4354,31.1045,63.5,58.3,-5.2,4.0646,10.5955,6.5309,0.5335,0.1817,0.7153,0.8861,0.3773,0.175,0.3156,0.0,0.0,0.0,0.9167,0.5501,0.3978,0.3006,0.9494,0.0008,0.2371,0.4543,0.0048,0.28,0.12,0.22,0.6,0.0138,0.2556,0.37,0.6882,0.3118,1.22,1.22,0.96,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.023,0.0274,0.0156,0.0321,0.0262,0.0176,0.0066,-0.0026,-0.007,-0.006,0.2389,0.2019,0.2069,0.2523,0.2957,0.1937,0.3293,0.1956,0.2355,0.2214,frontier_jumper,73,171
130,114,-16,-16,43.79,fast_converger,False,0.31,57,1,Cluster 57,scenario_projection,UNDP_HDR_2025_Table_1,2023,Suriname,SUR,Suriname,0.722,0.73,0.008,0.73,0.722,634438,un_wpp_owid_2024,733907,un_wpp_owid_2050,0.6918,-0.0302,0.6918,-0.0302,0.7754,0.0534,0.694,0.7754,0.8332,0.8332,0.694,True,True,73.631,17344.3869,10.9591,8.4298,0.7887,0.5664,0.7412,0.859451,0.666762,0.813553,0.7754,2.5e-07,73.631,17344.3869,10.9591,8.4298,0.9,1.0815,0.9412,29.5,37.5,8.0,25.4671,19.1831,66.5,60.1,-6.4,8.0329,20.7169,12.6841,0.3192,0.3447,0.6639,0.8891,0.4591,0.1,0.0,0.3962,0.0,0.3962,0.9167,0.5877,0.3709,0.274,0.9537,-0.0027,0.3061,0.4982,0.0041,0.16,0.58,0.68,0.3,0.2613,0.1982,0.2788,0.5168,0.4832,0.9496,0.952,1.042,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0061,0.0152,0.005,0.0154,0.0094,0.0099,0.0019,-0.0013,-0.0035,-0.0046,0.2981,0.2518,0.2069,0.3322,0.4016,0.2136,0.4092,0.2732,0.3534,0.3208,moderate,91,152
131,128,-3,-3,46.1,fast_converger,False,0.28,58,2,Cluster 58,scenario_projection,UNDP_HDR_2025_Table_1,2023,Tajikistan,TJK,Tajikistan,0.691,0.679,-0.012,0.679,0.691,10590930,un_wpp_owid_2024,15574648,un_wpp_owid_2050,0.6612,-0.0298,0.6612,-0.0298,0.7711,0.0801,0.6492,0.7711,0.85,0.85,0.6492,True,True,71.79,5746.569,10.8498,11.2709,0.7616,0.6516,0.5824,0.84656,0.776963,0.697067,0.7711,2.9e-07,71.79,5746.569,10.8498,11.2709,0.88,1.0302,0.9244,22.4,29.0,6.6,34.3641,33.4967,62.0,56.72,-5.28,3.6359,9.7833,6.1474,0.5906,0.1725,0.763,0.8432,0.3055,0.17,0.5064,0.0,0.0,0.0,0.2283,0.3861,0.2777,0.4149,0.8738,-0.0028,0.2848,0.4843,0.004,0.28,0.12,0.22,0.6,0.0141,0.2331,0.3056,0.6432,0.3568,1.22,1.22,0.96,0.3859,52.1419,0.3703,3.952,0.5275,-0.9596,-0.3709,1.0703,5.8393,0.167,0.0166,0.0184,0.006,0.023,0.0116,0.0148,0.0052,-0.0027,-0.0068,-0.0058,0.3702,0.1931,0.1772,0.279,0.3725,0.176,0.3572,0.2396,0.2941,0.3893,frontier_jumper,73,165
132,147,15,+15,67.71,rapid_industrializer,False,0.29,58,2,Cluster 58,scenario_projection,UNDP_HDR_2025_Table_1,2023,Lao People's Democratic Republic,LAO,Laos,0.617,0.607,-0.01,0.607,0.617,7769823,un_wpp_owid_2024,9757284,un_wpp_owid_2050,0.5892,-0.0278,0.5892,-0.0278,0.7705,0.1535,0.5836,0.7705,0.8482,0.8482,0.5836,True,True,68.964,8106.1532,9.6055,6.0602,0.7201,0.4496,0.6318,0.853942,0.674433,0.794239,0.7705,2.8e-07,68.964,8106.1532,9.6055,6.0602,0.9,1.0302,0.9676,24.4,31.5,7.1,30.1593,28.1163,65.5,59.82,-5.68,4.3407,12.0637,7.723,0.47,0.2017,0.6717,0.9166,0.4464,0.145,0.2435,0.0029,0.0,0.0029,0.5392,0.4347,0.42,0.2402,0.9471,0.0008,0.29,0.4932,0.0053,0.28,0.12,0.22,0.6,0.0139,0.3976,0.3643,0.717,0.283,1.22,1.22,0.96,0.371,34.544,0.3112,3.206,0.6045,-0.4414,-0.7211,0.7231,5.2755,0.2369,0.0212,0.042,0.0119,0.0357,0.0295,0.0226,0.0074,-0.0016,-0.0083,-0.007,0.3417,0.2244,0.1821,0.2831,0.4096,0.1939,0.3707,0.2234,0.2807,0.39,frontier_jumper,78,177
133,102,-31,-31,37.33,emerging_mover,False,0.29,59,1,Cluster 59,scenario_projection,UNDP_HDR_2025_Table_1,2023,Lebanon,LBN,Lebanon,0.752,0.723,-0.029,0.723,0.752,5805962,un_wpp_owid_2024,6999262,un_wpp_owid_2050,0.721,-0.031,0.721,-0.031,0.7682,0.0162,0.6885,0.7682,0.8463,0.8463,0.6885,True,True,77.817,11298.8872,11.683,10.37,0.8502,0.6486,0.6795,0.896454,0.698442,0.724043,0.7682,-1.1e-07,77.817,11298.8872,11.683,10.37,0.85,1.1025,0.9104,30.5,38.0,7.5,26.6836,19.6186,63.5,57.5,-6.0,9.8164,22.8814,13.065,0.3412,0.3979,0.7391,0.8291,0.3409,0.125,0.0,0.4946,0.0,0.4946,0.9167,0.5853,0.2834,0.3632,0.9163,-0.0052,0.2929,0.5218,0.0036,0.58,0.18,0.9,0.35,0.1112,0.1782,0.2897,0.3952,0.6048,1.0267,1.0707,1.0336,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0026,0.0041,0.0011,0.0048,0.0018,0.0033,0.0022,-0.0004,-0.0012,-0.0022,0.3059,0.2348,0.2069,0.3049,0.3654,0.2068,0.3819,0.2646,0.3377,0.3201,conflict_recovery,79,152
134,145,11,+11,62.16,rapid_industrializer,False,0.28,60,2,Cluster 60,scenario_projection,UNDP_HDR_2025_Table_1,2023,Nepal,NPL,Nepal,0.622,0.602,-0.02,0.602,0.622,29651054,un_wpp_owid_2024,34642021,un_wpp_owid_2050,0.5752,-0.0468,0.5752,-0.0468,0.7551,0.1331,0.59,0.7551,0.8282,0.8282,0.59,True,True,70.354,4725.9306,13.7543,4.5037,0.7405,0.4638,0.5542,0.878865,0.676473,0.724171,0.7551,2.1e-07,70.354,4725.9306,13.7543,4.5037,0.88,1.0506,0.9635,24.6,32.0,7.4,30.4766,27.9629,65.0,59.08,-5.92,4.5234,12.9571,8.4337,0.4733,0.2193,0.6926,0.9066,0.4127,0.13,0.2442,0.0435,0.0,0.0435,0.4546,0.4146,0.3843,0.2701,0.93,-0.0007,0.2781,0.5475,0.0058,0.28,0.12,0.22,0.6,0.0138,0.3881,0.3441,0.7005,0.2995,1.16,1.16,0.94,0.3632,39.0918,0.3417,3.409,0.5317,-0.0913,-0.2909,1.1373,4.1532,0.2908,0.0229,0.0372,0.0092,0.0303,0.0223,0.0198,0.0065,-0.0004,-0.008,-0.0068,0.3819,0.1929,0.1859,0.2704,0.3455,0.1851,0.325,0.2263,0.2704,0.3978,accelerator,97,173
135,151,16,+16,68.39,rapid_industrializer,False,0.3,60,2,Cluster 60,scenario_projection,UNDP_HDR_2025_Table_1,2023,Cambodia,KHM,Cambodia,0.606,0.593,-0.013,0.593,0.606,17638804,un_wpp_owid_2024,21931455,un_wpp_owid_2050,0.5725,-0.0335,0.5725,-0.0335,0.7546,0.1486,0.5663,0.7546,0.8388,0.8388,0.5663,True,True,70.668,4931.0168,11.1979,5.1971,0.7451,0.4495,0.5604,0.866694,0.673795,0.735795,0.7546,0.0,70.668,4931.0168,11.1979,5.1971,0.9,1.0302,0.985,26.4,33.0,6.6,28.4333,25.4993,66.0,60.72,-5.28,5.5667,13.7807,8.214,0.4199,0.227,0.6469,0.9287,0.4873,0.17,0.147,0.0809,0.0,0.0809,0.377,0.4323,0.4408,0.2101,0.9571,0.0005,0.3023,0.5145,0.0057,0.28,0.12,0.22,0.6,0.0139,0.4241,0.3417,0.7012,0.2988,1.22,1.22,0.96,0.4131,58.7744,0.4238,3.5953,0.5335,-0.5471,-0.4853,1.0872,4.1336,0.1515,0.027,0.0439,0.0077,0.0372,0.0313,0.0229,0.0077,-0.0081,-0.0117,-0.0094,0.3557,0.2377,0.1904,0.2899,0.4161,0.1986,0.3765,0.2423,0.3097,0.4058,frontier_jumper,86,178
